11:57 AM,Port,ticker,shares,price
2/2/2026,US_live_port,PCG,21115,15.08
2/2/2026,US_live_port,WERN,7664,36.38
2/2/2026,US_live_port,BEPC,-7247,40.99
2/2/2026,US_live_port,KELYA,-3672,11.19
2/2/2026,US_live_port,MRK,-2137,113.37
2/2/2026,US_live_port,ESE,-247,233.09
2/2/2026,US_live_port,MTB,-413,225.54
2/2/2026,US_live_port,FNF,-757,55.14
2/2/2026,US_live_port,G,1718,44.13
2/2/2026,US_live_port,NVAX,-54,8.69
2/2/2026,US_live_port,PBH,-2908,65.44
2/2/2026,US_live_port,MMI,3076,26.89
2/2/2026,US_live_port,UAL,24,107.35
2/2/2026,US_live_port,APP,-406,483
2/2/2026,US_live_port,KMPR,17,38.98
2/2/2026,US_live_port,CSV,-2123,43.49
2/2/2026,US_live_port,GABC,-9038,43.2
2/2/2026,US_live_port,APA,-2297,25.89
2/2/2026,US_live_port,O,2875,60.53
2/2/2026,US_live_port,PHM,262,127.07
2/2/2026,US_live_port,SBH,-2091,16.24
2/2/2026,US_live_port,VAC,24,54.38
2/2/2026,US_live_port,QCRH,-89,92.35
2/2/2026,US_live_port,ARMK,19135,38.34
2/2/2026,US_live_port,VTRS,-12240,13.68
2/2/2026,US_live_port,AGO,-1797,85.65
2/2/2026,US_live_port,NTRA,4,231.1
2/2/2026,US_live_port,JOBY,-20321,10.56
2/2/2026,US_live_port,S,-79,14.39
2/2/2026,US_live_port,SRPT,4122,20.72
2/2/2026,US_live_port,DRVN,-17612,15.73
2/2/2026,US_live_port,UI,408,544.84
2/2/2026,US_live_port,RVLV,2796,27.83
2/2/2026,US_live_port,GPN,-1249,71.99
2/2/2026,US_live_port,GATX,395,181.98
2/2/2026,US_live_port,CLF,4097,13.85
2/2/2026,US_live_port,EXE,-4057,106.94
2/2/2026,US_live_port,PLAY,-30,20.08
2/2/2026,US_live_port,NEE,-4341,86.33
2/2/2026,US_live_port,FBRX,-2958,34.49
2/2/2026,US_live_port,KRC,-10538,34.15
2/2/2026,US_live_port,GH,-2288,114.9
2/2/2026,US_live_port,JLL,8,353.93
2/2/2026,US_live_port,CHH,-185,101.78
2/2/2026,US_live_port,TK,9034,10.51
2/2/2026,US_live_port,MTD,-129,1385.61
2/2/2026,US_live_port,GPOR,-1194,194.51
2/2/2026,US_live_port,SFM,-69,69.59
2/2/2026,US_live_port,ICUI,-628,151.45
2/2/2026,US_live_port,HE,-586,15.19
2/2/2026,US_live_port,FMC,-15004,15.65
2/2/2026,US_live_port,RARE,2755,24.76
2/2/2026,US_live_port,TYL,125,362.88
2/2/2026,US_live_port,VOYA,5863,77.45
2/2/2026,US_live_port,OPCH,-6803,34.61
2/2/2026,US_live_port,IVR,9306,8.89
2/2/2026,US_live_port,ANGI,-2052,12.75
2/2/2026,US_live_port,LXP,934,49.69
2/2/2026,US_live_port,NFE,-36715,1.31
2/2/2026,US_live_port,BHB,-26,34.6
2/2/2026,US_live_port,CDRE,-300,40.72
2/2/2026,US_live_port,DOCN,-628,59.81
2/2/2026,US_live_port,DOMO,-66,5.81
2/2/2026,US_live_port,MSBI,99,23.25
2/2/2026,US_live_port,PENN,70,12.6
2/2/2026,US_live_port,IDXX,-98,639.6
2/2/2026,US_live_port,AXTI,433,20.94
2/2/2026,US_live_port,OCUL,-6666,9.15
2/2/2026,US_live_port,TJX,353,150.17
2/2/2026,US_live_port,STWD,189,17.83
2/2/2026,US_live_port,DHI,-1866,149.77
2/2/2026,US_live_port,TRUP,1523,31.79
2/2/2026,US_live_port,PTON,-29747,5.76
2/2/2026,US_live_port,APPF,-708,195.06
2/2/2026,US_live_port,HAIN,84416,1.24
2/2/2026,US_live_port,ALGM,-2903,37.43
2/2/2026,US_live_port,DRS,-2652,40.45
2/2/2026,US_live_port,DOV,-2665,207.32
2/2/2026,US_live_port,LILAK,-13886,5.3307
2/2/2026,US_live_port,L,7074,105.78
2/2/2026,US_live_port,WT,20192,16.06
2/2/2026,US_live_port,KREF,12665,8.31
2/2/2026,US_live_port,SRI,19850,7.59
2/2/2026,US_live_port,EBF,1274,19.81
2/2/2026,US_live_port,NNI,-3224,133.63
2/2/2026,US_live_port,CG,8099,60.36
2/2/2026,US_live_port,QGEN,-4846,52.18
2/2/2026,US_live_port,SJM,2204,104.79
2/2/2026,US_live_port,SYNA,-461,85.26
2/2/2026,US_live_port,WFRD,1085,92.39
2/2/2026,US_live_port,AMT,844,173.7
2/2/2026,US_live_port,ONTO,-493,202.43
2/2/2026,US_live_port,FND,-154,65.64
2/2/2026,US_live_port,ACN,-660,266.79
2/2/2026,US_live_port,PANW,-2459,175.42
2/2/2026,US_live_port,LLY,255,1044.13
2/2/2026,US_live_port,BR,-2237,198.34
2/2/2026,US_live_port,TTMI,376,102.76
2/2/2026,US_live_port,ANIP,946,80
2/2/2026,US_live_port,STNE,9913,16.935
2/2/2026,US_live_port,BBIO,1791,78.24
2/2/2026,US_live_port,EG,352,331.76
2/2/2026,US_live_port,AUB,-993,39.57
2/2/2026,US_live_port,ESTC,603,65.48
2/2/2026,US_live_port,TTC,2181,93.23
2/2/2026,US_live_port,CNXN,-391,60.06
2/2/2026,US_live_port,ISRG,264,496.73
2/2/2026,US_live_port,IFF,979,69.75
2/2/2026,US_live_port,AXGN,22,35.02
2/2/2026,US_live_port,PTN,6532,17.25
2/2/2026,US_live_port,EPC,-11019,19.56
2/2/2026,US_live_port,CNMD,-4125,39.21
2/2/2026,US_live_port,OSBC,-1851,20.24
2/2/2026,US_live_port,EOG,742,108.41
2/2/2026,US_live_port,PAY,-72,27.18
2/2/2026,US_live_port,HAS,-3633,93.84
2/2/2026,US_live_port,AMKR,8,48.2
2/2/2026,US_live_port,ENTA,426,13.19
2/2/2026,US_live_port,NOW,1464,118
2/2/2026,US_live_port,ADMA,3080,17.5
2/2/2026,US_live_port,CSL,906,343.48
2/2/2026,US_live_port,MLAB,2276,80.5
2/2/2026,US_live_port,DLR,-1646,165.11
2/2/2026,US_live_port,APTV,409,66.0576
2/2/2026,US_live_port,ELV,-438,341.83
2/2/2026,US_live_port,UDR,-2539,36.75
2/2/2026,US_live_port,ENS,1033,186.26
2/2/2026,US_live_port,UNM,2701,76.47
2/2/2026,US_live_port,FOXF,6447,18.39
2/2/2026,US_live_port,BW,7734,10.07
2/2/2026,US_live_port,EPAM,-376,210.42
2/2/2026,US_live_port,DEA,-6376,23.04
2/2/2026,US_live_port,PWR,-1339,477.77
2/2/2026,US_live_port,KLIC,-5865,57.91
2/2/2026,US_live_port,ZUMZ,-1408,25.02
2/2/2026,US_live_port,LOVE,14563,13.18
2/2/2026,US_live_port,AIR,1363,108
2/2/2026,US_live_port,GIC,1604,31.4
2/2/2026,US_live_port,GVA,1110,123.59
2/2/2026,US_live_port,ST,900,35.58
2/2/2026,US_live_port,CINF,-1438,162.48
2/2/2026,US_live_port,OSPN,-4099,11.92
2/2/2026,US_live_port,NKE,512,62.18
2/2/2026,US_live_port,WDC,1979,270.23
2/2/2026,US_live_port,AUR,-152,4.07
2/2/2026,US_live_port,OSG,-9545,5.7
2/2/2026,US_live_port,BDC,-895,122.64
2/2/2026,US_live_port,APH,-248,144.93
2/2/2026,US_live_port,EVR,110,354.68
2/2/2026,US_live_port,SSTI,18421,7.03
2/2/2026,US_live_port,DIOD,1106,60.66
2/2/2026,US_live_port,TNDM,1567,20.09
2/2/2026,US_live_port,COUR,14599,6.26
2/2/2026,US_live_port,PATH,5071,12.54
2/2/2026,US_live_port,THO,1019,113
2/2/2026,US_live_port,SCCO,-676,189.2822
2/2/2026,US_live_port,CHDN,1250,95.52
2/2/2026,US_live_port,SR,111,85.32
2/2/2026,US_live_port,PWP,-49,22.11
2/2/2026,US_live_port,EMN,1132,71.48
2/2/2026,US_live_port,NEXT,-40,5.08
2/2/2026,US_live_port,MSM,-39,88.36
2/2/2026,US_live_port,CZR,-2954,20.59
2/2/2026,US_live_port,ABG,70,235.77
2/2/2026,US_live_port,KNF,842,69.16
2/2/2026,US_live_port,OEC,-2166,6.41
2/2/2026,US_live_port,RELY,-78,13.33
2/2/2026,US_live_port,HMN,423,44.88
2/2/2026,US_live_port,SKT,-1921,32.18
2/2/2026,US_live_port,IOSP,-15,83.5
2/2/2026,US_live_port,ITRN,122,45.46
2/2/2026,US_live_port,HQY,-1931,87.07
2/2/2026,US_live_port,UWMC,38049,5.13
2/2/2026,US_live_port,IBKR,-1595,75.27
2/2/2026,US_live_port,ETR,175,95.49
2/2/2026,US_live_port,NWBI,-16588,13.04
2/2/2026,US_live_port,EXPE,585,276.67
2/2/2026,US_live_port,ADSK,-2939,255.57
2/2/2026,US_live_port,EOLS,-59,4.91
2/2/2026,US_live_port,CXM,4544,6.29
2/2/2026,US_live_port,EGBN,1614,27.27
2/2/2026,US_live_port,AGNC,-34505,11.17
2/2/2026,US_live_port,DDOG,-1715,129.05
2/2/2026,US_live_port,GMED,4530,89.7
2/2/2026,US_live_port,CAC,-3592,49.15
2/2/2026,US_live_port,TSLA,-579,421.81
2/2/2026,US_live_port,PLOW,3141,38.51
2/2/2026,US_live_port,TGT,-1129,109.53
2/2/2026,US_live_port,FORM,-2107,71.27
2/2/2026,US_live_port,AIT,-731,270.02
2/2/2026,US_live_port,NAGE,-69,6.09
2/2/2026,US_live_port,MRNA,8066,42.55
2/2/2026,US_live_port,TMUS,3,194.99
2/2/2026,US_live_port,DNOW,-4034,15.56
2/2/2026,US_live_port,DLX,59,27.84
2/2/2026,US_live_port,RGP,19042,4.68
2/2/2026,US_live_port,HSIC,6256,75.31
2/2/2026,US_live_port,CRS,714,311.33
2/2/2026,US_live_port,ENOV,370,22.17
2/2/2026,US_live_port,COST,-184,968.36
2/2/2026,US_live_port,KMB,-297,99.5
2/2/2026,US_live_port,FWRD,-20,28.98
2/2/2026,US_live_port,EXEL,13390,42.81
2/2/2026,US_live_port,IBRX,29073,6.13
2/2/2026,US_live_port,BROS,-84,55.77
2/2/2026,US_live_port,QLYS,-352,135
2/2/2026,US_live_port,CXT,-11,50.58
2/2/2026,US_live_port,GCO,-1819,28.97
2/2/2026,US_live_port,DSGR,7802,29.41
2/2/2026,US_live_port,EXPD,585,163.55
2/2/2026,US_live_port,HCKT,25364,18.7
2/2/2026,US_live_port,MANH,-1269,150.69
2/2/2026,US_live_port,BF/B,17422,27.12
2/2/2026,US_live_port,FOXA,9230,72.38
2/2/2026,US_live_port,CBOE,-2257,263.92
2/2/2026,US_live_port,FN,423,499.61
2/2/2026,US_live_port,MCHB,-8790,15.69
2/2/2026,US_live_port,SITM,-668,374.18
2/2/2026,US_live_port,VHC,1823,20.34
2/2/2026,US_live_port,NKTR,10,38.12
2/2/2026,US_live_port,LEVI,-8456,19.68
2/2/2026,US_live_port,PAYC,4034,133.31
2/2/2026,US_live_port,SUI,-2079,125.85
2/2/2026,US_live_port,EEX,31586,5.36
2/2/2026,US_live_port,MSI,-616,403.68
2/2/2026,US_live_port,OGN,-13123,8.2
2/2/2026,US_live_port,KRNT,-4282,13.33
2/2/2026,US_live_port,NTRS,3853,151.62
2/2/2026,US_live_port,BUSE,-1587,25.44
2/2/2026,US_live_port,ALKS,3719,34.96
2/2/2026,US_live_port,LNT,8731,65.11
2/2/2026,US_live_port,SLG,7679,43.12
2/2/2026,US_live_port,IDT,43,49.08
2/2/2026,US_live_port,FTNT,1440,81.29
2/2/2026,US_live_port,LADR,-40772,10.91
2/2/2026,US_live_port,GDDY,-1191,100.16
2/2/2026,US_live_port,GRPN,-1963,14.41
2/2/2026,US_live_port,GTX,-8789,18.24
2/2/2026,US_live_port,HUBB,-109,495.59
2/2/2026,US_live_port,LITE,1159,423.42
2/2/2026,US_live_port,MTH,-5414,70.19
2/2/2026,US_live_port,SAFT,391,79.04
2/2/2026,US_live_port,ASC,80,12.81
2/2/2026,US_live_port,PBI,-11050,10.53
2/2/2026,US_live_port,PRKS,3504,35.77
2/2/2026,US_live_port,LZ,-8359,9.12
2/2/2026,US_live_port,DK,886,28.92
2/2/2026,US_live_port,UTL,2524,50.54
2/2/2026,US_live_port,TTEK,-3505,37.63
2/2/2026,US_live_port,CNXC,16,39.67
2/2/2026,US_live_port,BPRN,-232,37.5
2/2/2026,US_live_port,PRM,-6670,26.2
2/2/2026,US_live_port,CI,-1211,271.54
2/2/2026,US_live_port,BRSL,59,14.36
2/2/2026,US_live_port,PIPR,-106,86.525
2/2/2026,US_live_port,NIC,-6,148.55
2/2/2026,US_live_port,XPO,-350,163.06
2/2/2026,US_live_port,CELH,-1922,51.32
2/2/2026,US_live_port,SYRE,5112,32.75
2/2/2026,US_live_port,PEB,-2822,11.52
2/2/2026,US_live_port,ZION,-1055,60.99
2/2/2026,US_live_port,SWKS,3659,56.83
2/2/2026,US_live_port,LH,-791,270.29
2/2/2026,US_live_port,UTZ,-20127,10.67
2/2/2026,US_live_port,DBX,7733,25.66
2/2/2026,US_live_port,PAYX,574,102.47
2/2/2026,US_live_port,VRTS,78,162.32
2/2/2026,US_live_port,RBCAA,311,73.42
2/2/2026,US_live_port,RUSHB,-186,60.93
2/2/2026,US_live_port,TFC,-11509,52.66
2/2/2026,US_live_port,BELFB,-331,215.59
2/2/2026,US_live_port,LE,-18,18.01
2/2/2026,US_live_port,ERII,-126,14.95
2/2/2026,US_live_port,IIIV,-40,21.99
2/2/2026,US_live_port,ASUR,-248,9.87
2/2/2026,US_live_port,MTN,-116,130.5
2/2/2026,US_live_port,ALG,736,195
